player,team,position,age,market_value,contract_end,matches,minutes,goals,xg,nationality,country,foot,height,weight,on_loan,def_actions_p90,def_duels_p90,def_duels_won_pct,aerial_duels_p90,aerial_duels_won_pct,tackles_p90,tackles_adj_p90,blocked_shots_p90,interceptions_p90,interceptions_adj_p90,fouls_p90,yellow_cards,yellow_cards_p90,red_cards,red_cards_p90,att_actions_p90,goals_p90,np_goals,np_goals_p90,xg_p90,header_goals,header_goals_p90,shots,shots_p90,shots_on_target_pct,conversion_pct,assists,assists_p90,xa,xa_p90,crosses_p90,crosses_accurate_pct,dribbles_p90,dribbles_success_pct,off_duels_p90,off_duels_won_pct,box_touches_p90,progressive_runs_p90,passes_p90,passes_accurate_pct,fwd_passes_p90,fwd_passes_accurate_pct,back_passes_p90,back_passes_accurate_pct,lat_passes_p90,lat_passes_accurate_pct,long_passes_p90,long_passes_accurate_pct,avg_pass_length,avg_long_pass_length,second_assists_p90,third_assists_p90,smart_passes_p90,smart_passes_accurate_pct,key_passes_p90,final_third_passes_p90,final_third_passes_accurate_pct,penalty_area_passes_p90,penalty_area_passes_accurate_pct,through_passes_p90,through_passes_accurate_pct,through_passes_received_p90,deep_crosses_received_p90,progressive_passes_p90,progressive_passes_accurate_pct,position_group
J. Millán,Nacional,LCB,27.0,0,2027-12-31,39,3839,2,2.16,Colombia,Colombia,esquerdo,186,75,sim,8.51,5.77,73.98,4.9,61.24,0.35,0.56,0.49,3.89,6.22,0.84,8.0,0.19,0.0,0.0,0.59,0.05,2.0,0.05,0.05,2.0,0.05,19.0,0.45,31.58,10.526,1.0,0.02,0.79,0.02,0.14,33.33,0.56,70.83,2.49,54.72,0.52,1.41,42.69,85.28,19.2,76.31,2.06,92.05,17.96,94.39,7.71,60.18,22.22,37.36,0.02,0.05,0.02,0.0,0.05,5.51,68.94,0.47,40.0,0.26,27.27,0.21,0.05,9.61,69.51,Defender
E. Ancheta,Nacional,RB,26.0,0,2027-12-31,28,2257,1,0.48,Uruguay,Uruguay,direito,179,68,sim,11.56,10.09,67.98,3.31,50.6,0.04,0.06,0.2,4.67,7.6,1.04,3.0,0.12,0.0,0.0,2.15,0.04,1.0,0.04,0.02,0.0,0.0,14.0,0.56,28.57,7.143,1.0,0.04,1.87,0.07,2.31,34.48,1.87,61.7,4.79,44.17,0.4,1.04,36.01,71.76,17.27,63.74,2.99,88.0,9.41,77.97,6.22,48.72,20.18,35.9,0.0,0.0,0.12,33.33,0.4,6.94,58.62,3.07,37.66,0.4,40.0,0.32,0.72,9.13,74.24,Defender
L. Boggio,Nacional,"LCMF, RCMF, RDMF",26.0,0,2027-12-31,39,3471,3,4.9,Uruguay,"Uruguay, Italy",direito,175,69,sim,7.75,6.25,58.92,3.22,47.58,0.47,0.74,0.1,3.6,5.69,1.14,5.0,0.13,0.0,0.0,1.71,0.08,3.0,0.08,0.13,0.0,0.0,45.0,1.17,33.33,6.667,7.0,0.18,3.39,0.09,0.86,30.3,1.5,67.24,5.39,37.02,1.11,1.48,36.3,82.93,11.8,70.77,4.98,95.31,12.96,87.0,3.37,49.23,17.51,30.97,0.1,0.0,0.1,50.0,0.21,5.42,75.6,1.14,52.27,0.26,20.0,0.47,0.21,5.21,66.67,Midfielder
M. Gómez,Nacional,CF,29.0,0,2026-12-31,31,2949,12,10.39,Uruguay,Uruguay,direito,186,91,sim,3.27,2.69,55.68,8.24,48.89,0.15,0.24,0.18,1.62,2.56,1.62,8.0,0.24,0.0,0.0,2.41,0.37,9.0,0.27,0.32,5.0,0.15,65.0,1.98,43.08,18.462,5.0,0.15,5.58,0.17,1.86,26.23,2.17,47.89,9.16,32.33,3.81,0.92,20.57,68.25,5.19,57.65,3.97,83.08,6.32,70.05,1.22,52.5,17.01,28.95,0.03,0.09,0.09,33.33,0.64,2.81,64.13,1.89,51.61,0.21,57.14,1.16,0.52,2.38,75.64,Forward
K. Amaro,Liverpool,"RW, RB, RWF",21.0,0,2028-10-29,34,3083,1,2.25,Uruguay,Uruguay,direito,177,72,sim,7.3,5.98,66.34,1.75,36.67,0.06,0.09,0.26,3.27,4.96,1.02,7.0,0.2,1.0,0.03,4.29,0.03,1.0,0.03,0.07,0.0,0.0,31.0,0.9,35.48,3.226,2.0,0.06,2.84,0.08,3.62,40.32,3.91,64.18,10.6,47.66,1.4,3.12,32.17,81.76,8.85,73.6,6.42,93.64,11.74,82.34,2.34,52.5,18.39,28.84,0.06,0.0,0.03,0.0,0.47,2.98,73.53,2.86,45.92,0.23,25.0,0.32,1.37,5.66,76.8,Forward
E. Forclaz,Estudiantes Río Cuarto,"RW, LAMF, LW",22.0,0,2026-12-31,25,789,0,0.79,Argentina,Argentina,direito,175,67,sim,6.5,6.73,45.76,1.03,11.11,1.37,2.54,0.11,2.05,3.8,1.71,4.0,0.46,0.0,0.0,3.99,0.0,0.0,0.0,0.09,0.0,0.0,13.0,1.48,15.38,0.0,1.0,0.11,0.7,0.08,3.88,38.24,3.99,57.14,13.92,36.89,2.28,2.17,32.74,68.64,9.81,59.3,5.36,91.49,9.92,67.82,1.94,47.06,17.17,11.85,0.23,0.0,0.11,0.0,0.46,4.56,67.5,3.88,55.88,0.46,25.0,1.6,1.48,6.73,81.36,Forward
L. de los Santos,Defensor Sporting,"DMF, RCMF, RDMF",24.0,0,2026-12-31,12,778,0,0.04,Uruguay,Uruguay,direito,182,80,sim,9.83,5.32,65.22,6.94,51.67,0.93,1.32,0.23,5.44,7.75,1.27,6.0,0.69,1.0,0.12,0.46,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.35,33.33,0.0,0.0,0.0,0.11,0.01,0.23,50.0,0.81,28.57,4.28,45.95,0.12,0.0,42.57,79.08,15.27,64.39,7.52,93.85,15.27,87.88,7.63,50.0,20.96,36.76,0.0,0.0,0.0,0.0,0.23,9.49,63.41,0.81,42.86,0.35,33.33,0.23,0.12,8.68,72.0,Midfielder
L. Umpierrez,Peñarol,"LAMF, LCMF, RAMF",21.0,0,2027-12-31,27,1349,0,0.76,Uruguay,Uruguay,direito,173,0,sim,7.34,6.4,59.38,2.74,48.78,0.0,0.0,0.07,3.54,5.7,1.33,2.0,0.13,0.0,0.0,1.6,0.0,0.0,0.0,0.05,0.0,0.0,18.0,1.2,11.11,0.0,2.0,0.13,1.25,0.08,1.4,23.81,3.14,36.17,11.07,29.52,1.73,1.6,35.69,79.63,8.01,68.33,8.74,90.08,8.01,83.33,1.33,40.0,15.08,15.66,0.0,0.0,0.07,0.0,0.33,3.47,69.23,1.4,47.62,0.13,0.0,0.6,0.33,3.94,62.71,Forward
N. Herrera,Peñarol,"LCB, RCB",21.0,0,2027-12-31,29,2649,1,0.54,Uruguay,Uruguay,direito,186,85,sim,8.7,5.33,71.97,3.5,52.43,0.31,0.49,0.48,4.55,7.28,0.58,8.0,0.27,1.0,0.03,0.48,0.03,1.0,0.03,0.02,0.0,0.0,6.0,0.2,33.33,16.667,0.0,0.0,0.8,0.03,0.17,60.0,0.34,90.0,1.22,58.33,0.31,1.56,42.71,84.88,19.57,75.35,2.31,89.71,16.07,94.08,7.1,50.24,20.76,35.27,0.0,0.07,0.0,0.0,0.03,5.95,69.71,0.68,45.0,0.34,40.0,0.24,0.07,8.36,67.07,Defender
J. Trindade,Peñarol,"DMF, LDMF, RDMF",32.0,0,2027-06-30,17,1417,0,0.29,Uruguay,Uruguay,direito,176,74,sim,8.76,6.92,69.72,2.35,40.54,0.13,0.22,0.13,3.81,6.52,0.83,1.0,0.06,0.0,0.0,0.51,0.0,0.0,0.0,0.02,0.0,0.0,6.0,0.38,16.67,0.0,0.0,0.0,0.93,0.06,1.14,22.22,0.57,33.33,3.94,41.94,0.44,0.44,61.8,88.18,22.36,81.82,4.76,97.33,25.34,92.73,5.84,56.52,18.37,36.57,0.06,0.0,0.0,0.0,0.19,9.02,76.06,1.33,47.62,0.19,33.33,0.32,0.32,9.34,77.55,Midfielder
M. Copelotti,Progreso,CF,22.0,0,,22,1236,3,2.96,Uruguay,Uruguay,direito,189,0,sim,2.77,2.62,55.56,9.9,35.29,0.07,0.11,0.07,1.24,1.86,1.97,3.0,0.22,1.0,0.07,1.38,0.22,2.0,0.15,0.22,0.0,0.0,25.0,1.82,52.0,12.0,0.0,0.0,0.34,0.02,0.07,0.0,1.24,29.41,9.25,23.62,3.2,0.0,13.76,74.6,3.13,51.16,3.57,85.71,3.35,78.26,0.44,50.0,15.16,8.38,0.0,0.0,0.15,50.0,0.29,1.75,58.33,0.66,55.56,0.15,50.0,0.66,0.0,1.6,68.18,Forward
A. Pinheiro,Progreso,"RB, RCMF, DMF",23.0,0,,34,2565,1,0.76,Uruguay,Uruguay,,0,0,sim,10.91,9.79,67.03,4.07,43.1,0.56,0.74,0.14,3.79,4.98,1.16,6.0,0.21,0.0,0.0,0.77,0.04,1.0,0.04,0.03,0.0,0.0,15.0,0.53,40.0,6.667,0.0,0.0,0.35,0.01,1.09,29.03,0.53,46.67,3.58,35.29,0.77,0.56,22.32,70.91,9.72,60.29,2.67,88.16,5.68,77.16,3.33,49.47,17.71,29.62,0.0,0.0,0.04,0.0,0.14,2.84,56.79,1.26,38.89,0.21,16.67,0.25,0.32,4.6,56.49,Midfielder
F. Sosa Santana,La Luz,"CF, RAMF, RW",30.0,0,,26,871,1,2.24,Uruguay,Uruguay,direito,190,0,sim,4.34,4.13,72.5,3.62,22.86,0.1,0.14,0.1,1.24,1.74,1.34,1.0,0.1,0.0,0.0,3.62,0.1,0.0,0.0,0.23,0.0,0.0,20.0,2.07,40.0,5.0,2.0,0.21,0.83,0.09,2.48,12.5,4.44,51.16,15.81,30.72,2.58,2.07,17.05,61.21,4.34,57.14,3.2,90.32,4.65,51.11,0.52,40.0,16.31,6.08,0.0,0.0,0.21,100.0,0.62,1.76,52.94,2.27,31.82,0.1,100.0,0.62,0.31,1.86,61.11,Forward
A. García,,"RCMF, LCMF",25.0,0,,29,2133,0,2.07,Uruguay,Uruguay,unknown,0,0,sim,9.24,7.64,64.64,2.28,33.33,0.59,0.74,0.38,3.71,4.66,1.6,3.0,0.13,0.0,0.0,1.94,0.0,0.0,0.0,0.09,0.0,0.0,49.0,2.07,14.29,0.0,0.0,0.0,1.33,0.06,1.56,21.62,2.66,47.62,8.86,40.0,2.57,1.98,33.5,71.79,14.56,62.32,5.27,92.8,6.96,75.76,4.3,44.12,17.49,27.23,0.04,0.0,0.04,100.0,0.04,5.15,63.11,2.62,48.39,0.21,60.0,1.05,0.51,6.46,61.44,Midfielder
N. Fernández,Progreso,"LW, AMF, RW",23.0,0,2026-12-31,35,2402,4,3.32,Uruguay,Uruguay,,0,0,sim,7.72,5.13,68.61,1.76,29.79,0.94,1.3,0.0,3.26,4.52,0.6,5.0,0.19,0.0,0.0,2.96,0.15,3.0,0.11,0.12,0.0,0.0,33.0,1.24,39.39,12.121,1.0,0.04,2.32,0.09,1.99,33.96,3.0,60.0,7.72,47.57,1.65,2.44,35.07,78.95,10.15,73.43,7.98,93.9,9.85,76.81,3.15,60.71,17.23,30.74,0.07,0.0,0.04,0.0,0.22,4.83,75.97,2.96,41.77,0.07,0.0,1.01,0.52,5.32,74.65,Forward
M. Paolini,Progreso,"RCB, CB",24.0,0,,10,927,0,0.41,Uruguay,"Uruguay, Italy",direito,190,80,sim,7.77,5.44,80.36,5.15,43.4,0.1,0.15,0.29,3.3,4.98,0.87,1.0,0.1,0.0,0.0,0.39,0.0,0.0,0.0,0.04,0.0,0.0,3.0,0.29,33.33,0.0,1.0,0.1,0.44,0.04,0.1,0.0,0.29,100.0,1.26,69.23,0.49,0.1,22.14,79.39,12.91,72.18,1.84,94.74,5.92,91.8,3.98,58.54,22.54,40.74,0.0,0.0,0.0,0.0,0.19,2.91,66.67,0.39,0.0,0.1,100.0,0.19,0.0,5.34,58.18,Defender
J. Rivero,Progreso,"LW, LAMF, RW",26.0,0,,23,956,1,1.75,Uruguay,Uruguay,esquerdo,177,70,sim,4.52,4.61,59.18,2.17,26.09,0.38,0.54,0.0,1.41,2.01,0.66,0.0,0.0,0.0,0.0,2.26,0.09,1.0,0.09,0.17,0.0,0.0,16.0,1.51,37.5,6.25,0.0,0.0,1.02,0.1,2.73,13.79,3.01,40.63,8.0,31.76,1.88,1.32,19.49,67.63,6.78,63.89,3.48,91.89,5.74,65.57,2.26,50.0,21.6,28.75,0.0,0.0,0.09,100.0,0.19,2.54,66.67,2.45,42.31,0.09,100.0,0.75,0.38,3.95,73.81,Forward
L. López,Lommel SK,"DMF, RCMF, RDMF",20.0,0,2027-12-31,17,1234,0,0.07,Argentina,Argentina,direito,185,0,sim,8.53,6.86,59.57,1.68,52.17,0.29,0.44,0.22,4.16,6.26,1.09,7.0,0.51,1.0,0.07,0.15,0.0,0.0,0.0,0.01,0.0,0.0,5.0,0.36,0.0,0.0,0.0,0.0,0.71,0.05,0.29,25.0,0.29,25.0,2.84,48.72,0.36,1.31,49.89,90.06,16.05,80.45,6.78,97.85,19.69,94.07,2.84,48.72,17.3,31.35,0.0,0.0,0.0,0.0,0.07,8.53,80.34,1.31,38.89,0.36,0.0,0.44,0.07,7.15,85.71,Midfielder
B. Morales,Cerro,CF,21.0,0,2026-12-31,12,508,2,1.67,Uruguay,Uruguay,,0,0,sim,4.78,5.14,48.28,6.2,42.86,0.35,0.56,0.53,1.95,3.06,1.77,2.0,0.35,0.0,0.0,1.06,0.35,2.0,0.35,0.3,1.0,0.18,9.0,1.59,44.44,22.222,0.0,0.0,0.06,0.01,0.89,0.0,0.89,40.0,7.26,21.95,3.19,0.53,17.72,63.0,2.66,46.67,5.31,83.33,4.25,62.5,0.89,40.0,15.89,4.26,0.0,0.0,0.0,0.0,0.18,1.59,22.22,0.35,50.0,0.0,0.0,0.35,0.0,1.42,62.5,Forward
I. López Pose,Tacuarembó,"LCMF, AMF",22.0,0,,15,584,0,0.2,Italy,Italy,,177,0,sim,8.78,7.71,60.0,4.93,40.63,0.46,0.66,0.31,3.7,5.29,2.16,2.0,0.31,0.0,0.0,0.92,0.0,0.0,0.0,0.03,0.0,0.0,3.0,0.46,66.67,0.0,0.0,0.0,0.34,0.05,0.77,20.0,0.92,50.0,4.32,32.14,1.08,0.15,28.2,74.32,11.56,69.33,3.85,92.0,8.01,69.23,4.32,42.86,19.36,29.46,0.0,0.0,0.0,0.0,0.15,6.47,59.52,1.54,40.0,0.77,60.0,1.08,0.0,5.09,60.61,Midfielder
A. Frugone,Defensor Sporting,LB,20.0,0,2027-12-31,28,2205,0,0.09,Uruguay,Uruguay,unknown,0,0,sim,11.54,7.76,69.52,2.45,59.32,0.71,1.01,0.29,5.44,7.8,0.91,12.0,0.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.17,50.0,0.0,0.0,0.0,0.26,0.01,1.74,11.9,1.16,60.71,4.36,50.48,0.04,0.75,24.4,66.67,10.46,58.73,3.44,89.16,6.64,65.63,4.77,45.22,20.93,32.72,0.0,0.0,0.04,0.0,0.04,4.02,55.67,1.83,11.36,0.21,20.0,0.08,0.17,6.31,57.89,Defender
F. Cabrera,Rentistas,LB,21.0,0,2026-12-31,14,1084,0,0.88,Uruguay,Uruguay,,0,0,sim,10.88,6.56,64.56,4.07,53.06,0.08,0.11,0.25,6.56,8.32,1.0,3.0,0.25,0.0,0.0,1.25,0.0,0.0,0.0,0.07,0.0,0.0,10.0,0.83,60.0,0.0,0.0,0.0,0.16,0.01,1.25,26.67,0.42,100.0,1.74,61.9,0.66,0.42,23.99,66.44,12.62,61.84,1.49,94.44,6.31,68.42,3.99,43.75,20.57,34.85,0.0,0.0,0.0,0.0,0.08,5.15,46.77,1.41,41.18,0.08,0.0,0.5,0.33,7.89,60.0,Defender
F. de León,Progreso,"RW, RAMF",21.0,0,2026-12-31,31,2262,1,4.13,Uruguay,Uruguay,direito,177,0,sim,4.06,4.42,54.05,1.79,20.0,0.04,0.05,0.12,1.63,2.24,1.27,4.0,0.16,0.0,0.0,3.7,0.04,1.0,0.04,0.16,0.0,0.0,35.0,1.39,37.14,2.857,1.0,0.04,3.17,0.13,3.58,26.67,4.5,48.67,10.23,42.41,3.34,2.98,17.43,65.75,4.38,67.27,3.86,89.69,5.01,61.11,0.64,25.0,17.22,23.52,0.0,0.04,0.04,100.0,0.48,1.19,70.0,2.35,38.98,0.04,100.0,0.6,0.8,2.47,82.26,Forward
M. Villar,Huracán,LCB,25.0,0,2026-12-31,28,2431,0,0.29,Argentina,Argentina,esquerdo,192,86,sim,8.12,4.64,69.11,4.19,59.46,0.38,0.53,0.53,4.53,6.36,1.02,14.0,0.52,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.0,6.0,0.23,0.0,0.0,0.0,0.0,0.17,0.01,0.0,0.0,0.11,100.0,0.91,66.67,0.26,0.11,28.84,78.14,15.21,68.24,1.62,93.02,10.49,92.09,7.81,53.62,23.9,37.96,0.0,0.0,0.0,0.0,0.04,4.11,55.05,0.45,8.33,0.38,40.0,0.04,0.0,7.4,67.35,Defender
F. Pérez,River Plate U20,"RCB, LCB",22.0,0,2026-12-31,18,1588,0,0.28,Uruguay,Uruguay,,0,0,sim,8.78,5.67,77.0,4.08,47.22,0.23,0.3,0.28,4.19,5.61,0.4,1.0,0.06,0.0,0.0,0.34,0.0,0.0,0.0,0.02,0.0,0.0,4.0,0.23,75.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.28,60.0,1.19,33.33,0.51,0.23,24.54,69.75,13.38,55.51,1.7,90.0,6.91,89.34,6.63,41.03,23.59,37.87,0.0,0.0,0.0,0.0,0.0,4.42,42.31,0.85,20.0,0.34,50.0,0.06,0.06,5.78,51.96,Defender
G. Oroño,River Plate,"RCMF, RDMF, LCMF",20.0,0,2026-12-31,13,525,0,0.12,Uruguay,Uruguay,,0,0,sim,7.03,5.83,50.0,3.94,47.83,0.17,0.25,0.17,3.94,5.85,1.89,2.0,0.34,0.0,0.0,0.86,0.0,0.0,0.0,0.02,0.0,0.0,3.0,0.51,33.33,0.0,2.0,0.34,0.24,0.04,0.34,50.0,0.69,75.0,2.23,30.77,0.51,0.0,20.57,70.83,8.4,51.02,1.89,72.73,6.86,90.0,3.09,44.44,17.72,21.84,0.0,0.17,0.0,0.0,0.34,4.46,53.85,0.69,50.0,0.17,100.0,0.17,0.0,3.94,43.48,Midfielder
L. Camejo,River Plate,LB,19.0,0,2026-12-31,13,683,0,0.28,Uruguay,Uruguay,,0,0,sim,12.12,8.43,64.06,3.29,72.0,0.53,0.81,0.13,6.19,9.53,0.79,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.04,0.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,0.26,0.03,0.79,50.0,1.58,50.0,3.69,39.29,0.4,0.53,31.63,73.33,15.94,63.64,3.29,100.0,8.57,80.0,6.98,45.28,23.16,33.05,0.0,0.0,0.0,0.0,0.26,7.12,61.11,1.84,50.0,0.4,0.0,0.53,0.53,9.75,68.92,Defender
T. Correa,Cerro Largo,CF,21.0,0,2026-12-31,30,1472,1,4.93,Spain,"Spain, Uruguay",direito,175,75,sim,3.55,3.06,60.0,7.03,30.43,0.31,0.44,0.06,1.41,2.01,0.98,2.0,0.12,0.0,0.0,3.24,0.06,1.0,0.06,0.3,0.0,0.0,50.0,3.06,30.0,2.0,0.0,0.0,0.84,0.05,1.9,19.35,3.85,50.79,9.54,32.05,3.79,1.28,18.16,67.34,5.14,58.33,2.87,89.36,5.26,61.63,1.83,60.0,16.33,21.12,0.06,0.0,0.0,0.0,0.12,3.36,72.73,1.77,31.03,0.31,60.0,0.61,0.31,2.38,76.92,Forward
I. López,River Plate,CF,20.0,0,,30,1821,4,4.86,Italy,"Italy, Uruguay",,0,0,sim,3.66,3.36,55.88,12.06,42.62,0.15,0.19,0.1,1.63,2.1,1.63,6.0,0.3,0.0,0.0,1.48,0.2,4.0,0.2,0.24,2.0,0.1,38.0,1.88,47.37,10.526,0.0,0.0,1.13,0.06,0.44,33.33,1.04,38.1,8.01,26.54,2.77,0.79,17.15,68.59,4.35,54.55,4.3,83.91,4.84,70.41,0.59,41.67,15.14,11.81,0.0,0.05,0.2,25.0,0.35,1.88,60.53,1.14,47.83,0.15,0.0,0.69,0.1,2.03,65.85,Forward
A. Vera,Nacional,"AMF, RCMF, LW",22.0,0,2027-12-31,33,2300,3,3.82,Uruguay,Uruguay,esquerdo,175,67,sim,7.2,6.03,58.44,2.47,25.4,0.2,0.27,0.23,3.48,4.74,1.64,8.0,0.31,0.0,0.0,4.89,0.12,3.0,0.12,0.15,0.0,0.0,42.0,1.64,33.33,7.143,2.0,0.08,2.9,0.11,2.74,30.0,5.75,59.86,13.81,41.64,1.72,2.23,28.72,71.93,9.94,63.39,5.52,91.49,7.98,71.08,3.13,52.5,19.8,28.12,0.0,0.04,0.16,50.0,0.39,4.46,64.91,3.25,49.4,0.39,40.0,0.9,0.78,5.63,74.31,Forward
E. Jourdan,Cerro Largo,"LCMF, LDMF, DMF",22.0,0,2026-12-31,28,1900,0,0.19,Uruguay,Uruguay,unknown,178,63,sim,10.14,7.58,59.38,3.41,36.11,0.81,1.01,0.24,4.83,6.04,1.71,10.0,0.47,0.0,0.0,0.71,0.0,0.0,0.0,0.01,0.0,0.0,9.0,0.43,22.22,0.0,0.0,0.0,2.27,0.11,1.09,30.43,0.57,50.0,3.13,28.79,0.33,0.38,35.05,72.97,12.08,54.9,5.87,94.35,12.13,81.64,6.68,41.84,20.95,35.31,0.0,0.0,0.09,0.0,0.19,6.21,51.15,2.18,30.43,0.85,11.11,0.33,0.33,6.44,58.09,Midfielder
A. Macelli,Cerro,"RCB, DMF, RCMF",27.0,0,,15,1488,1,0.92,Argentina,Argentina,direito,178,70,sim,11.01,5.87,68.04,5.93,72.45,1.27,1.88,0.3,5.75,8.51,1.15,4.0,0.24,0.0,0.0,0.36,0.06,1.0,0.06,0.06,0.0,0.0,9.0,0.54,44.44,11.111,0.0,0.0,0.19,0.01,0.0,0.0,0.36,33.33,1.94,46.88,0.79,0.3,28.25,76.87,13.55,68.75,2.78,91.3,9.13,85.43,5.56,57.61,21.11,36.73,0.0,0.0,0.0,0.0,0.06,5.14,64.71,0.36,16.67,0.18,33.33,0.12,0.0,7.14,61.86,Midfielder
R. Cabrera,River Plate,LB,21.0,0,,12,811,0,0.05,Uruguay,Uruguay,esquerdo,178,67,sim,8.21,6.66,63.33,4.0,44.44,0.0,0.0,0.33,4.0,5.54,0.55,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.01,0.0,0.0,2.0,0.22,50.0,0.0,0.0,0.0,0.37,0.04,2.44,40.91,0.0,0.0,3.22,27.59,0.11,0.78,31.41,69.96,17.42,63.06,4.0,94.44,6.1,69.09,5.77,38.46,19.65,30.23,0.0,0.0,0.0,0.0,0.33,6.99,60.32,3.22,31.03,0.22,0.0,0.0,1.11,8.66,75.64,Defender
F. Barone,Olimpia,CF,19.0,0,,15,624,3,3.38,Uruguay,Uruguay,direito,190,77,sim,3.17,2.74,52.63,13.7,25.26,0.0,0.0,0.43,1.73,2.32,2.45,2.0,0.29,0.0,0.0,2.31,0.43,3.0,0.43,0.49,0.0,0.0,17.0,2.45,47.06,17.647,0.0,0.0,0.12,0.02,0.87,66.67,1.44,40.0,9.38,33.85,3.17,0.29,9.38,67.69,2.16,66.67,2.16,80.0,3.17,63.64,0.43,100.0,14.53,8.22,0.0,0.0,0.14,0.0,0.14,1.15,62.5,1.01,42.86,0.14,0.0,0.29,0.43,1.3,66.67,Forward
Ó. Díaz,Miramar Misiones,"LCMF, RCMF, DMF",23.0,0,2026-12-31,27,2221,1,1.51,Uruguay,Uruguay,direito,0,0,sim,9.28,6.93,65.5,3.04,46.67,0.28,0.42,0.28,4.46,6.55,1.13,10.0,0.41,0.0,0.0,0.45,0.04,0.0,0.0,0.06,0.0,0.0,6.0,0.24,33.33,16.667,1.0,0.04,0.55,0.02,0.28,14.29,0.53,61.54,3.32,57.32,0.24,0.77,26.87,71.04,12.08,58.39,3.28,90.12,8.39,81.16,5.19,48.44,20.75,35.33,0.0,0.0,0.0,0.0,0.0,6.4,58.86,1.05,34.62,0.49,25.0,0.36,0.0,6.16,65.79,Midfielder
I. Ramírez,,CF,28.0,3500000,,12,748,2,3.75,Uruguay,"Uruguay, Italy",direito,180,78,sim,3.49,2.89,66.67,5.9,18.37,0.24,0.34,0.0,1.32,1.89,1.68,3.0,0.36,0.0,0.0,1.8,0.24,0.0,0.0,0.45,0.0,0.0,20.0,2.41,45.0,10.0,2.0,0.24,1.12,0.13,0.36,100.0,0.96,37.5,6.14,21.57,2.89,0.48,11.43,80.0,1.68,71.43,3.13,92.31,3.49,82.76,0.48,100.0,11.93,6.41,0.0,0.12,0.0,0.0,0.36,0.72,66.67,0.48,75.0,0.0,0.0,0.6,0.36,0.96,50.0,Forward
Maximiliano Romero,Colo Colo,CF,27.0,2500000,2028-12-31,13,1083,7,5.76,Argentina,Argentina,direito,180,76,sim,2.08,0.75,77.78,3.91,34.04,0.0,0.0,0.17,1.5,2.81,0.66,1.0,0.08,0.0,0.0,1.41,0.58,6.0,0.5,0.48,1.0,0.08,32.0,2.66,31.25,21.875,3.0,0.25,0.29,0.02,0.75,22.22,0.83,50.0,3.57,30.23,4.65,0.33,14.54,71.43,3.16,68.42,3.74,88.89,3.82,69.57,0.75,66.67,15.46,25.51,0.0,0.0,0.0,0.0,0.17,1.25,66.67,0.91,54.55,0.0,0.0,0.83,0.08,1.58,84.21,Forward
V. Pizarro,Rosario Central,"LCMF, LDMF",23.0,2200000,2029-12-31,29,2685,7,3.41,Chile,Chile,esquerdo,172,67,sim,6.44,4.89,62.33,1.81,31.48,0.47,0.8,0.13,2.92,4.97,0.97,3.0,0.1,0.0,0.0,1.91,0.23,7.0,0.23,0.11,0.0,0.0,39.0,1.31,38.46,17.949,5.0,0.17,4.52,0.15,0.91,40.74,1.47,65.91,7.14,43.66,1.51,0.94,57.75,86.83,16.99,72.78,9.55,94.74,19.17,93.36,4.76,51.41,16.73,35.14,0.0,0.0,0.27,25.0,0.44,9.05,75.19,2.35,54.29,1.21,27.78,0.94,0.37,7.54,78.22,Midfielder
F. Calderón,Universidad de Chile,"CB, RCB",27.0,2000000,2026-12-31,23,2210,1,1.55,Argentina,Argentina,direito,184,80,sim,10.34,7.78,75.39,5.01,54.47,0.33,0.57,0.41,4.15,7.22,0.86,5.0,0.2,1.0,0.04,0.16,0.04,1.0,0.04,0.06,0.0,0.0,8.0,0.33,50.0,12.5,0.0,0.0,0.11,0.0,0.0,0.0,0.04,0.0,0.94,47.83,0.45,0.16,40.6,89.07,13.89,76.54,2.36,94.83,21.22,96.16,4.24,64.42,20.8,36.12,0.0,0.0,0.0,0.0,0.0,3.38,69.88,0.16,0.0,0.16,25.0,0.04,0.0,5.7,65.71,Defender
A. Medina,Everton,"RW, LW",27.0,2000000,2026-12-31,28,2429,4,2.86,Uruguay,Uruguay,direito,170,71,sim,8.74,6.37,65.12,3.0,33.33,0.33,0.46,0.07,4.26,5.82,1.0,8.0,0.3,1.0,0.04,3.63,0.15,4.0,0.15,0.11,0.0,0.0,43.0,1.59,32.56,9.302,1.0,0.04,5.68,0.21,2.48,52.24,3.48,52.13,9.6,39.0,1.56,1.96,31.72,78.86,9.08,66.94,5.19,91.43,11.86,83.13,3.45,66.67,19.25,32.82,0.11,0.0,0.07,0.0,0.44,4.82,70.0,3.33,60.0,0.56,40.0,1.07,1.15,5.37,81.38,Forward
